Variable,Index,Run,Cycle,Iteration,Distance,SolutionIndex,SolutionID,Schedulability,Satisfaction,DeadlineMiss,Rank,CrowdingDistance
2000,8,28,1000,2,6.355621e+02,7,8987,-6.353932e+02,-10.0,0,0,0.3862842024832201
2000,8,28,1000,2,6.355621e+02,8,9969,-6.503900e+02,8.0,30,0,0.37700264090940305
2000,8,28,1000,2,6.355621e+02,9,9907,-6.622511e+02,13.0,30,0,0.3396981002659941
2000,8,7,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,7,1000,2,6.355399e+02,0,9534,-6.354069e+02,-23.0,0,0,Infinity
2000,8,7,1000,2,6.355399e+02,1,5930,-7.964053e+02,36.0,940,0,Infinity
2000,8,7,1000,2,6.355399e+02,2,6473,-7.602058e+02,27.0,610,0,0.6187689525718747
2000,8,7,1000,2,6.355399e+02,3,9759,-6.355728e+02,1.0,0,0,0.4628965905952628
2000,8,7,1000,2,6.355399e+02,4,9146,-7.089833e+02,17.0,450,0,0.4370945698824903
2000,8,7,1000,2,6.355399e+02,5,8804,-6.354151e+02,-12.0,0,0,0.4078104528542353
2000,8,7,1000,2,6.355399e+02,6,9715,-6.526362e+02,9.0,0,0,0.3912960854995551
2000,8,7,1000,2,6.355399e+02,7,6387,-6.772015e+02,16.0,130,0,0.33586065640159385
2000,8,7,1000,2,6.355399e+02,8,9536,-6.658254e+02,13.0,60,0,0.27122541286314117
2000,8,7,1000,2,6.355399e+02,9,8789,-7.322587e+02,23.0,490,0,0.2649054503945655
2000,8,36,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,36,1000,2,6.355193e+02,0,9611,-7.967199e+02,36.0,940,0,Infinity
2000,8,36,1000,2,6.355193e+02,1,8283,-6.353422e+02,-21.0,0,0,Infinity
2000,8,36,1000,2,6.355193e+02,2,7325,-7.602455e+02,27.0,610,0,0.5586309660103819
2000,8,36,1000,2,6.355193e+02,3,9848,-6.385742e+02,-8.0,0,0,0.4628666777627627
2000,8,36,1000,2,6.355193e+02,4,9976,-7.377124e+02,25.0,500,0,0.411340438964101
2000,8,36,1000,2,6.355193e+02,5,9886,-6.772447e+02,16.0,130,0,0.41051777109075516
2000,8,36,1000,2,6.355193e+02,6,7967,-6.569980e+02,12.0,0,0,0.394392586135098
2000,8,36,1000,2,6.355193e+02,7,9965,-7.193450e+02,18.0,490,0,0.3177104534612562
2000,8,36,1000,2,6.355193e+02,8,9096,-7.090905e+02,17.0,450,0,0.2959680716649355
2000,8,36,1000,2,6.355193e+02,9,8704,-6.420901e+02,3.0,0,0,0.26628686696028997
2000,8,46,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,46,1000,2,6.355551e+02,0,9362,-6.353537e+02,-20.0,0,0,Infinity
